Name,Overall,Value,Role,Starter_Ref,Position,Meta_BackupName,Meta_Club,Meta_Value,Meta_Discount,Meta_Gap,Meta_Similarity,Attribute,Rating,Path_ID
J. Guilavogui,79,12000000.0,Backup,Javi Martínez,CDM,J. Guilavogui,VfL Wolfsburg,12000000.0,40.0,-4,41.2,Strength,82.0,5
Javi Martínez,83,20000000.0,Starter,Javi Martínez,CDM,J. Guilavogui,VfL Wolfsburg,12000000.0,40.0,-4,41.2,SprintSpeed,53.0,6
J. Guilavogui,79,12000000.0,Backup,Javi Martínez,CDM,J. Guilavogui,VfL Wolfsburg,12000000.0,40.0,-4,41.2,SprintSpeed,72.0,6
L. Bender,83,20000000.0,Starter,L. Bender,RB,André Almeida,SL Benfica,12000000.0,40.0,-3,42.7,SprintSpeed,67.0,0
André Almeida,80,12000000.0,Backup,L. Bender,RB,André Almeida,SL Benfica,12000000.0,40.0,-3,42.7,SprintSpeed,66.0,0
L. Bender,83,20000000.0,Starter,L. Bender,RB,André Almeida,SL Benfica,12000000.0,40.0,-3,42.7,Finishing,59.0,1
André Almeida,80,12000000.0,Backup,L. Bender,RB,André Almeida,SL Benfica,12000000.0,40.0,-3,42.7,Finishing,54.0,1
L. Bender,83,20000000.0,Starter,L. Bender,RB,André Almeida,SL Benfica,12000000.0,40.0,-3,42.7,ShortPassing,79.0,2
André Almeida,80,12000000.0,Backup,L. Bender,RB,André Almeida,SL Benfica,12000000.0,40.0,-3,42.7,ShortPassing,78.0,2
L. Bender,83,20000000.0,Starter,L. Bender,RB,André Almeida,SL Benfica,12000000.0,40.0,-3,42.7,Dribbling,72.0,3
André Almeida,80,12000000.0,Backup,L. Bender,RB,André Almeida,SL Benfica,12000000.0,40.0,-3,42.7,Dribbling,75.0,3
L. Bender,83,20000000.0,Starter,L. Bender,RB,André Almeida,SL Benfica,12000000.0,40.0,-3,42.7,StandingTackle,86.0,4
André Almeida,80,12000000.0,Backup,L. Bender,RB,André Almeida,SL Benfica,12000000.0,40.0,-3,42.7,StandingTackle,82.0,4
L. Bender,83,20000000.0,Starter,L. Bender,RB,André Almeida,SL Benfica,12000000.0,40.0,-3,42.7,Strength,76.0,5
André Almeida,80,12000000.0,Backup,L. Bender,RB,André Almeida,SL Benfica,12000000.0,40.0,-3,42.7,Strength,78.0,5
L. Bender,83,20000000.0,Starter,L. Bender,RB,André Almeida,SL Benfica,12000000.0,40.0,-3,42.7,SprintSpeed,67.0,6
André Almeida,80,12000000.0,Backup,L. Bender,RB,André Almeida,SL Benfica,12000000.0,40.0,-3,42.7,SprintSpeed,66.0,6
Lucas Leiva,83,17500000.0,Starter,Lucas Leiva,LDM,J. Mascherano,Hebei China Fortune FC,4500000.0,74.0,-3,36.3,SprintSpeed,67.0,0
J. Mascherano,80,4500000.0,Backup,Lucas Leiva,LDM,J. Mascherano,Hebei China Fortune FC,4500000.0,74.0,-3,36.3,SprintSpeed,62.0,0
Lucas Leiva,83,17500000.0,Starter,Lucas Leiva,LDM,J. Mascherano,Hebei China Fortune FC,4500000.0,74.0,-3,36.3,Finishing,62.0,1
J. Mascherano,80,4500000.0,Backup,Lucas Leiva,LDM,J. Mascherano,Hebei China Fortune FC,4500000.0,74.0,-3,36.3,Finishing,42.0,1
Lucas Leiva,83,17500000.0,Starter,Lucas Leiva,LDM,J. Mascherano,Hebei China Fortune FC,4500000.0,74.0,-3,36.3,ShortPassing,82.0,2
J. Mascherano,80,4500000.0,Backup,Lucas Leiva,LDM,J. Mascherano,Hebei China Fortune FC,4500000.0,74.0,-3,36.3,ShortPassing,79.0,2
Lucas Leiva,83,17500000.0,Starter,Lucas Leiva,LDM,J. Mascherano,Hebei China Fortune FC,4500000.0,74.0,-3,36.3,Dribbling,77.0,3
J. Mascherano,80,4500000.0,Backup,Lucas Leiva,LDM,J. Mascherano,Hebei China Fortune FC,4500000.0,74.0,-3,36.3,Dribbling,58.0,3
Lucas Leiva,83,17500000.0,Starter,Lucas Leiva,LDM,J. Mascherano,Hebei China Fortune FC,4500000.0,74.0,-3,36.3,StandingTackle,82.0,4
J. Mascherano,80,4500000.0,Backup,Lucas Leiva,LDM,J. Mascherano,Hebei China Fortune FC,4500000.0,74.0,-3,36.3,StandingTackle,81.0,4
Lucas Leiva,83,17500000.0,Starter,Lucas Leiva,LDM,J. Mascherano,Hebei China Fortune FC,4500000.0,74.0,-3,36.3,Strength,67.0,5
J. Mascherano,80,4500000.0,Backup,Lucas Leiva,LDM,J. Mascherano,Hebei China Fortune FC,4500000.0,74.0,-3,36.3,Strength,72.0,5
Lucas Leiva,83,17500000.0,Starter,Lucas Leiva,LDM,J. Mascherano,Hebei China Fortune FC,4500000.0,74.0,-3,36.3,SprintSpeed,67.0,6
J. Mascherano,80,4500000.0,Backup,Lucas Leiva,LDM,J. Mascherano,Hebei China Fortune FC,4500000.0,74.0,-3,36.3,SprintSpeed,62.0,6
S. Mandanda,83,13000000.0,Starter,S. Mandanda,GK,Guilherme,Lokomotiv Moscow,6000000.0,54.0,-5,58.9,SprintSpeed,43.0,0
Guilherme,78,6000000.0,Backup,S. Mandanda,GK,Guilherme,Lokomotiv Moscow,6000000.0,54.0,-5,58.9,SprintSpeed,40.0,0
S. Mandanda,83,13000000.0,Starter,S. Mandanda,GK,Guilherme,Lokomotiv Moscow,6000000.0,54.0,-5,58.9,Finishing,13.0,1
Guilherme,78,6000000.0,Backup,S. Mandanda,GK,Guilherme,Lokomotiv Moscow,6000000.0,54.0,-5,58.9,Finishing,11.0,1
S. Mandanda,83,13000000.0,Starter,S. Mandanda,GK,Guilherme,Lokomotiv Moscow,6000000.0,54.0,-5,58.9,ShortPassing,37.0,2
Guilherme,78,6000000.0,Backup,S. Mandanda,GK,Guilherme,Lokomotiv Moscow,6000000.0,54.0,-5,58.9,ShortPassing,39.0,2
S. Mandanda,83,13000000.0,Starter,S. Mandanda,GK,Guilherme,Lokomotiv Moscow,6000000.0,54.0,-5,58.9,Dribbling,15.0,3
Guilherme,78,6000000.0,Backup,S. Mandanda,GK,Guilherme,Lokomotiv Moscow,6000000.0,54.0,-5,58.9,Dribbling,16.0,3
S. Mandanda,83,13000000.0,Starter,S. Mandanda,GK,Guilherme,Lokomotiv Moscow,6000000.0,54.0,-5,58.9,StandingTackle,15.0,4
Guilherme,78,6000000.0,Backup,S. Mandanda,GK,Guilherme,Lokomotiv Moscow,6000000.0,54.0,-5,58.9,StandingTackle,16.0,4
S. Mandanda,83,13000000.0,Starter,S. Mandanda,GK,Guilherme,Lokomotiv Moscow,6000000.0,54.0,-5,58.9,Strength,61.0,5
Guilherme,78,6000000.0,Backup,S. Mandanda,GK,Guilherme,Lokomotiv Moscow,6000000.0,54.0,-5,58.9,Strength,71.0,5
S. Mandanda,83,13000000.0,Starter,S. Mandanda,GK,Guilherme,Lokomotiv Moscow,6000000.0,54.0,-5,58.9,SprintSpeed,43.0,6
Guilherme,78,6000000.0,Backup,S. Mandanda,GK,Guilherme,Lokomotiv Moscow,6000000.0,54.0,-5,58.9,SprintSpeed,40.0,6
Cesc Fàbregas,83,22000000.0,Starter,Cesc Fàbregas,CM,D. Liénard,RC Strasbourg Alsace,6000000.0,73.0,-8,17.3,SprintSpeed,54.0,0
D. Liénard,75,6000000.0,Backup,Cesc Fàbregas,CM,D. Liénard,RC Strasbourg Alsace,6000000.0,73.0,-8,17.3,SprintSpeed,67.0,0
Cesc Fàbregas,83,22000000.0,Starter,Cesc Fàbregas,CM,D. Liénard,RC Strasbourg Alsace,6000000.0,73.0,-8,17.3,Finishing,72.0,1
D. Liénard,75,6000000.0,Backup,Cesc Fàbregas,CM,D. Liénard,RC Strasbourg Alsace,6000000.0,73.0,-8,17.3,Finishing,67.0,1
Cesc Fàbregas,83,22000000.0,Starter,Cesc Fàbregas,CM,D. Liénard,RC Strasbourg Alsace,6000000.0,73.0,-8,17.3,ShortPassing,90.0,2
D. Liénard,75,6000000.0,Backup,Cesc Fàbregas,CM,D. Liénard,RC Strasbourg Alsace,6000000.0,73.0,-8,17.3,ShortPassing,80.0,2
Cesc Fàbregas,83,22000000.0,Starter,Cesc Fàbregas,CM,D. Liénard,RC Strasbourg Alsace,6000000.0,73.0,-8,17.3,Dribbling,79.0,3
D. Liénard,75,6000000.0,Backup,Cesc Fàbregas,CM,D. Liénard,RC Strasbourg Alsace,6000000.0,73.0,-8,17.3,Dribbling,73.0,3
Cesc Fàbregas,83,22000000.0,Starter,Cesc Fàbregas,CM,D. Liénard,RC Strasbourg Alsace,6000000.0,73.0,-8,17.3,StandingTackle,59.0,4
D. Liénard,75,6000000.0,Backup,Cesc Fàbregas,CM,D. Liénard,RC Strasbourg Alsace,6000000.0,73.0,-8,17.3,StandingTackle,52.0,4
Cesc Fàbregas,83,22000000.0,Starter,Cesc Fàbregas,CM,D. Liénard,RC Strasbourg Alsace,6000000.0,73.0,-8,17.3,Strength,61.0,5
D. Liénard,75,6000000.0,Backup,Cesc Fàbregas,CM,D. Liénard,RC Strasbourg Alsace,6000000.0,73.0,-8,17.3,Strength,71.0,5
Cesc Fàbregas,83,22000000.0,Starter,Cesc Fàbregas,CM,D. Liénard,RC Strasbourg Alsace,6000000.0,73.0,-8,17.3,SprintSpeed,54.0,6
D. Liénard,75,6000000.0,Backup,Cesc Fàbregas,CM,D. Liénard,RC Strasbourg Alsace,6000000.0,73.0,-8,17.3,SprintSpeed,67.0,6
M. Dembélé,83,24000000.0,Starter,M. Dembélé,CM,J. Hendrick,Burnley,8000000.0,67.0,-8,36.8,SprintSpeed,72.0,0
J. Hendrick,75,8000000.0,Backup,M. Dembélé,CM,J. Hendrick,Burnley,8000000.0,67.0,-8,36.8,SprintSpeed,67.0,0
M. Dembélé,83,24000000.0,Starter,M. Dembélé,CM,J. Hendrick,Burnley,8000000.0,67.0,-8,36.8,Finishing,66.0,1
J. Hendrick,75,8000000.0,Backup,M. Dembélé,CM,J. Hendrick,Burnley,8000000.0,67.0,-8,36.8,Finishing,67.0,1
M. Dembélé,83,24000000.0,Starter,M. Dembélé,CM,J. Hendrick,Burnley,8000000.0,67.0,-8,36.8,ShortPassing,86.0,2
J. Hendrick,75,8000000.0,Backup,M. Dembélé,CM,J. Hendrick,Burnley,8000000.0,67.0,-8,36.8,ShortPassing,78.0,2
M. Dembélé,83,24000000.0,Starter,M. Dembélé,CM,J. Hendrick,Burnley,8000000.0,67.0,-8,36.8,Dribbling,89.0,3
J. Hendrick,75,8000000.0,Backup,M. Dembélé,CM,J. Hendrick,Burnley,8000000.0,67.0,-8,36.8,Dribbling,76.0,3
M. Dembélé,83,24000000.0,Starter,M. Dembélé,CM,J. Hendrick,Burnley,8000000.0,67.0,-8,36.8,StandingTackle,82.0,4
J. Hendrick,75,8000000.0,Backup,M. Dembélé,CM,J. Hendrick,Burnley,8000000.0,67.0,-8,36.8,StandingTackle,71.0,4
M. Dembélé,83,24000000.0,Starter,M. Dembélé,CM,J. Hendrick,Burnley,8000000.0,67.0,-8,36.8,Strength,89.0,5
J. Hendrick,75,8000000.0,Backup,M. Dembélé,CM,J. Hendrick,Burnley,8000000.0,67.0,-8,36.8,Strength,71.0,5
M. Dembélé,83,24000000.0,Starter,M. Dembélé,CM,J. Hendrick,Burnley,8000000.0,67.0,-8,36.8,SprintSpeed,72.0,6
J. Hendrick,75,8000000.0,Backup,M. Dembélé,CM,J. Hendrick,Burnley,8000000.0,67.0,-8,36.8,SprintSpeed,67.0,6
F. Ribéry,83,11500000.0,Starter,F. Ribéry,LM,A. Mounier,Panathinaikos FC,6500000.0,43.0,-8,19.3,SprintSpeed,78.0,0
A. Mounier,75,6500000.0,Backup,F. Ribéry,LM,A. Mounier,Panathinaikos FC,6500000.0,43.0,-8,19.3,SprintSpeed,77.0,0
F. Ribéry,83,11500000.0,Starter,F. Ribéry,LM,A. Mounier,Panathinaikos FC,6500000.0,43.0,-8,19.3,Finishing,74.0,1
A. Mounier,75,6500000.0,Backup,F. Ribéry,LM,A. Mounier,Panathinaikos FC,6500000.0,43.0,-8,19.3,Finishing,66.0,1
F. Ribéry,83,11500000.0,Starter,F. Ribéry,LM,A. Mounier,Panathinaikos FC,6500000.0,43.0,-8,19.3,ShortPassing,83.0,2
A. Mounier,75,6500000.0,Backup,F. Ribéry,LM,A. Mounier,Panathinaikos FC,6500000.0,43.0,-8,19.3,ShortPassing,76.0,2
F. Ribéry,83,11500000.0,Starter,F. Ribéry,LM,A. Mounier,Panathinaikos FC,6500000.0,43.0,-8,19.3,Dribbling,84.0,3
A. Mounier,75,6500000.0,Backup,F. Ribéry,LM,A. Mounier,Panathinaikos FC,6500000.0,43.0,-8,19.3,Dribbling,80.0,3
F. Ribéry,83,11500000.0,Starter,F. Ribéry,LM,A. Mounier,Panathinaikos FC,6500000.0,43.0,-8,19.3,StandingTackle,25.0,4
A. Mounier,75,6500000.0,Backup,F. Ribéry,LM,A. Mounier,Panathinaikos FC,6500000.0,43.0,-8,19.3,StandingTackle,32.0,4
F. Ribéry,83,11500000.0,Starter,F. Ribéry,LM,A. Mounier,Panathinaikos FC,6500000.0,43.0,-8,19.3,Strength,60.0,5
A. Mounier,75,6500000.0,Backup,F. Ribéry,LM,A. Mounier,Panathinaikos FC,6500000.0,43.0,-8,19.3,Strength,60.0,5
F. Ribéry,83,11500000.0,Starter,F. Ribéry,LM,A. Mounier,Panathinaikos FC,6500000.0,43.0,-8,19.3,SprintSpeed,78.0,6
A. Mounier,75,6500000.0,Backup,F. Ribéry,LM,A. Mounier,Panathinaikos FC,6500000.0,43.0,-8,19.3,SprintSpeed,77.0,6
R. Jarstein,83,13000000.0,Starter,R. Jarstein,GK,B. Costil,FC Girondins de Bordeaux,6500000.0,50.0,-5,59.4,SprintSpeed,46.0,0
B. Costil,78,6500000.0,Backup,R. Jarstein,GK,B. Costil,FC Girondins de Bordeaux,6500000.0,50.0,-5,59.4,SprintSpeed,53.0,0
R. Jarstein,83,13000000.0,Starter,R. Jarstein,GK,B. Costil,FC Girondins de Bordeaux,6500000.0,50.0,-5,59.4,Finishing,13.0,1
B. Costil,78,6500000.0,Backup,R. Jarstein,GK,B. Costil,FC Girondins de Bordeaux,6500000.0,50.0,-5,59.4,Finishing,14.0,1
R. Jarstein,83,13000000.0,Starter,R. Jarstein,GK,B. Costil,FC Girondins de Bordeaux,6500000.0,50.0,-5,59.4,ShortPassing,34.0,2
B. Costil,78,6500000.0,Backup,R. Jarstein,GK,B. Costil,FC Girondins de Bordeaux,6500000.0,50.0,-5,59.4,ShortPassing,35.0,2
R. Jarstein,83,13000000.0,Starter,R. Jarstein,GK,B. Costil,FC Girondins de Bordeaux,6500000.0,50.0,-5,59.4,Dribbling,11.0,3
B. Costil,78,6500000.0,Backup,R. Jarstein,GK,B. Costil,FC Girondins de Bordeaux,6500000.0,50.0,-5,59.4,Dribbling,13.0,3
R. Jarstein,83,13000000.0,Starter,R. Jarstein,GK,B. Costil,FC Girondins de Bordeaux,6500000.0,50.0,-5,59.4,StandingTackle,11.0,4
B. Costil,78,6500000.0,Backup,R. Jarstein,GK,B. Costil,FC Girondins de Bordeaux,6500000.0,50.0,-5,59.4,StandingTackle,11.0,4
R. Jarstein,83,13000000.0,Starter,R. Jarstein,GK,B. Costil,FC Girondins de Bordeaux,6500000.0,50.0,-5,59.4,Strength,70.0,5
B. Costil,78,6500000.0,Backup,R. Jarstein,GK,B. Costil,FC Girondins de Bordeaux,6500000.0,50.0,-5,59.4,Strength,65.0,5
R. Jarstein,83,13000000.0,Starter,R. Jarstein,GK,B. Costil,FC Girondins de Bordeaux,6500000.0,50.0,-5,59.4,SprintSpeed,46.0,6
B. Costil,78,6500000.0,Backup,R. Jarstein,GK,B. Costil,FC Girondins de Bordeaux,6500000.0,50.0,-5,59.4,SprintSpeed,53.0,6
D. De Rossi,83,8000000.0,Starter,D. De Rossi,RDM,V. Cáceres,Free Agent,0.0,100.0,-8,29.7,SprintSpeed,67.0,0
V. Cáceres,75,0.0,Backup,D. De Rossi,RDM,V. Cáceres,Free Agent,0.0,100.0,-8,29.7,SprintSpeed,61.0,0
D. De Rossi,83,8000000.0,Starter,D. De Rossi,RDM,V. Cáceres,Free Agent,0.0,100.0,-8,29.7,Finishing,50.0,1
V. Cáceres,75,0.0,Backup,D. De Rossi,RDM,V. Cáceres,Free Agent,0.0,100.0,-8,29.7,Finishing,62.0,1
D. De Rossi,83,8000000.0,Starter,D. De Rossi,RDM,V. Cáceres,Free Agent,0.0,100.0,-8,29.7,ShortPassing,81.0,2
V. Cáceres,75,0.0,Backup,D. De Rossi,RDM,V. Cáceres,Free Agent,0.0,100.0,-8,29.7,ShortPassing,70.0,2
D. De Rossi,83,8000000.0,Starter,D. De Rossi,RDM,V. Cáceres,Free Agent,0.0,100.0,-8,29.7,Dribbling,64.0,3
V. Cáceres,75,0.0,Backup,D. De Rossi,RDM,V. Cáceres,Free Agent,0.0,100.0,-8,29.7,Dribbling,67.0,3
D. De Rossi,83,8000000.0,Starter,D. De Rossi,RDM,V. Cáceres,Free Agent,0.0,100.0,-8,29.7,StandingTackle,82.0,4
V. Cáceres,75,0.0,Backup,D. De Rossi,RDM,V. Cáceres,Free Agent,0.0,100.0,-8,29.7,StandingTackle,76.0,4
D. De Rossi,83,8000000.0,Starter,D. De Rossi,RDM,V. Cáceres,Free Agent,0.0,100.0,-8,29.7,Strength,81.0,5
V. Cáceres,75,0.0,Backup,D. De Rossi,RDM,V. Cáceres,Free Agent,0.0,100.0,-8,29.7,Strength,79.0,5
D. De Rossi,83,8000000.0,Starter,D. De Rossi,RDM,V. Cáceres,Free Agent,0.0,100.0,-8,29.7,SprintSpeed,67.0,6
V. Cáceres,75,0.0,Backup,D. De Rossi,RDM,V. Cáceres,Free Agent,0.0,100.0,-8,29.7,SprintSpeed,61.0,6
Pepe Reina,83,6000000.0,Starter,Pepe Reina,GK,Gomes,Watford,600000.0,90.0,-6,49.5,SprintSpeed,63.0,0
Gomes,77,600000.0,Backup,Pepe Reina,GK,Gomes,Watford,600000.0,90.0,-6,49.5,SprintSpeed,52.0,0
Pepe Reina,83,6000000.0,Starter,Pepe Reina,GK,Gomes,Watford,600000.0,90.0,-6,49.5,Finishing,14.0,1
Gomes,77,600000.0,Backup,Pepe Reina,GK,Gomes,Watford,600000.0,90.0,-6,49.5,Finishing,15.0,1
Pepe Reina,83,6000000.0,Starter,Pepe Reina,GK,Gomes,Watford,600000.0,90.0,-6,49.5,ShortPassing,19.0,2
Gomes,77,600000.0,Backup,Pepe Reina,GK,Gomes,Watford,600000.0,90.0,-6,49.5,ShortPassing,23.0,2
Pepe Reina,83,6000000.0,Starter,Pepe Reina,GK,Gomes,Watford,600000.0,90.0,-6,49.5,Dribbling,10.0,3
Gomes,77,600000.0,Backup,Pepe Reina,GK,Gomes,Watford,600000.0,90.0,-6,49.5,Dribbling,15.0,3
Pepe Reina,83,6000000.0,Starter,Pepe Reina,GK,Gomes,Watford,600000.0,90.0,-6,49.5,StandingTackle,22.0,4
Gomes,77,600000.0,Backup,Pepe Reina,GK,Gomes,Watford,600000.0,90.0,-6,49.5,StandingTackle,14.0,4
Pepe Reina,83,6000000.0,Starter,Pepe Reina,GK,Gomes,Watford,600000.0,90.0,-6,49.5,Strength,72.0,5
Gomes,77,600000.0,Backup,Pepe Reina,GK,Gomes,Watford,600000.0,90.0,-6,49.5,Strength,64.0,5
Pepe Reina,83,6000000.0,Starter,Pepe Reina,GK,Gomes,Watford,600000.0,90.0,-6,49.5,SprintSpeed,63.0,6
Gomes,77,600000.0,Backup,Pepe Reina,GK,Gomes,Watford,600000.0,90.0,-6,49.5,SprintSpeed,52.0,6
J. Pavlenka,82,19500000.0,Starter,J. Pavlenka,GK,Da Costa,Bologna,2300000.0,88.0,-8,40.0,SprintSpeed,37.0,0
Da Costa,74,2300000.0,Backup,J. Pavlenka,GK,Da Costa,Bologna,2300000.0,88.0,-8,40.0,SprintSpeed,37.0,0
J. Pavlenka,82,19500000.0,Starter,J. Pavlenka,GK,Da Costa,Bologna,2300000.0,88.0,-8,40.0,Finishing,16.0,1
Da Costa,74,2300000.0,Backup,J. Pavlenka,GK,Da Costa,Bologna,2300000.0,88.0,-8,40.0,Finishing,13.0,1
J. Pavlenka,82,19500000.0,Starter,J. Pavlenka,GK,Da Costa,Bologna,2300000.0,88.0,-8,40.0,ShortPassing,28.0,2
Da Costa,74,2300000.0,Backup,J. Pavlenka,GK,Da Costa,Bologna,2300000.0,88.0,-8,40.0,ShortPassing,28.0,2
J. Pavlenka,82,19500000.0,Starter,J. Pavlenka,GK,Da Costa,Bologna,2300000.0,88.0,-8,40.0,Dribbling,12.0,3
Da Costa,74,2300000.0,Backup,J. Pavlenka,GK,Da Costa,Bologna,2300000.0,88.0,-8,40.0,Dribbling,11.0,3
J. Pavlenka,82,19500000.0,Starter,J. Pavlenka,GK,Da Costa,Bologna,2300000.0,88.0,-8,40.0,StandingTackle,10.0,4
Da Costa,74,2300000.0,Backup,J. Pavlenka,GK,Da Costa,Bologna,2300000.0,88.0,-8,40.0,StandingTackle,19.0,4
J. Pavlenka,82,19500000.0,Starter,J. Pavlenka,GK,Da Costa,Bologna,2300000.0,88.0,-8,40.0,Strength,68.0,5
Da Costa,74,2300000.0,Backup,J. Pavlenka,GK,Da Costa,Bologna,2300000.0,88.0,-8,40.0,Strength,63.0,5
J. Pavlenka,82,19500000.0,Starter,J. Pavlenka,GK,Da Costa,Bologna,2300000.0,88.0,-8,40.0,SprintSpeed,37.0,6
Da Costa,74,2300000.0,Backup,J. Pavlenka,GK,Da Costa,Bologna,2300000.0,88.0,-8,40.0,SprintSpeed,37.0,6
M. de Ligt,82,27000000.0,Starter,M. de Ligt,RCB,David López,RCD Espanyol,10000000.0,63.0,-3,42.7,SprintSpeed,72.0,0
David López,79,10000000.0,Backup,M. de Ligt,RCB,David López,RCD Espanyol,10000000.0,63.0,-3,42.7,SprintSpeed,59.0,0
M. de Ligt,82,27000000.0,Starter,M. de Ligt,RCB,David López,RCD Espanyol,10000000.0,63.0,-3,42.7,Finishing,53.0,1
David López,79,10000000.0,Backup,M. de Ligt,RCB,David López,RCD Espanyol,10000000.0,63.0,-3,42.7,Finishing,65.0,1
M. de Ligt,82,27000000.0,Starter,M. de Ligt,RCB,David López,RCD Espanyol,10000000.0,63.0,-3,42.7,ShortPassing,75.0,2
David López,79,10000000.0,Backup,M. de Ligt,RCB,David López,RCD Espanyol,10000000.0,63.0,-3,42.7,ShortPassing,79.0,2
M. de Ligt,82,27000000.0,Starter,M. de Ligt,RCB,David López,RCD Espanyol,10000000.0,63.0,-3,42.7,Dribbling,65.0,3
David López,79,10000000.0,Backup,M. de Ligt,RCB,David López,RCD Espanyol,10000000.0,63.0,-3,42.7,Dribbling,64.0,3
M. de Ligt,82,27000000.0,Starter,M. de Ligt,RCB,David López,RCD Espanyol,10000000.0,63.0,-3,42.7,StandingTackle,84.0,4
David López,79,10000000.0,Backup,M. de Ligt,RCB,David López,RCD Espanyol,10000000.0,63.0,-3,42.7,StandingTackle,82.0,4
M. de Ligt,82,27000000.0,Starter,M. de Ligt,RCB,David López,RCD Espanyol,10000000.0,63.0,-3,42.7,Strength,87.0,5
David López,79,10000000.0,Backup,M. de Ligt,RCB,David López,RCD Espanyol,10000000.0,63.0,-3,42.7,Strength,84.0,5
M. de Ligt,82,27000000.0,Starter,M. de Ligt,RCB,David López,RCD Espanyol,10000000.0,63.0,-3,42.7,SprintSpeed,72.0,6
David López,79,10000000.0,Backup,M. de Ligt,RCB,David López,RCD Espanyol,10000000.0,63.0,-3,42.7,SprintSpeed,59.0,6
Rodri,82,29000000.0,Starter,Rodri,CM,L. Pellegrini,Roma,14000000.0,52.0,-4,51.3,SprintSpeed,66.0,0
L. Pellegrini,78,14000000.0,Backup,Rodri,CM,L. Pellegrini,Roma,14000000.0,52.0,-4,51.3,SprintSpeed,74.0,0
Rodri,82,29000000.0,Starter,Rodri,CM,L. Pellegrini,Roma,14000000.0,52.0,-4,51.3,Finishing,64.0,1
L. Pellegrini,78,14000000.0,Backup,Rodri,CM,L. Pellegrini,Roma,14000000.0,52.0,-4,51.3,Finishing,60.0,1
Rodri,82,29000000.0,Starter,Rodri,CM,L. Pellegrini,Roma,14000000.0,52.0,-4,51.3,ShortPassing,83.0,2
L. Pellegrini,78,14000000.0,Backup,Rodri,CM,L. Pellegrini,Roma,14000000.0,52.0,-4,51.3,ShortPassing,82.0,2
Rodri,82,29000000.0,Starter,Rodri,CM,L. Pellegrini,Roma,14000000.0,52.0,-4,51.3,Dribbling,77.0,3
L. Pellegrini,78,14000000.0,Backup,Rodri,CM,L. Pellegrini,Roma,14000000.0,52.0,-4,51.3,Dribbling,76.0,3
Rodri,82,29000000.0,Starter,Rodri,CM,L. Pellegrini,Roma,14000000.0,52.0,-4,51.3,StandingTackle,80.0,4
L. Pellegrini,78,14000000.0,Backup,Rodri,CM,L. Pellegrini,Roma,14000000.0,52.0,-4,51.3,StandingTackle,74.0,4
Rodri,82,29000000.0,Starter,Rodri,CM,L. Pellegrini,Roma,14000000.0,52.0,-4,51.3,Strength,75.0,5
L. Pellegrini,78,14000000.0,Backup,Rodri,CM,L. Pellegrini,Roma,14000000.0,52.0,-4,51.3,Strength,69.0,5
Rodri,82,29000000.0,Starter,Rodri,CM,L. Pellegrini,Roma,14000000.0,52.0,-4,51.3,SprintSpeed,66.0,6
L. Pellegrini,78,14000000.0,Backup,Rodri,CM,L. Pellegrini,Roma,14000000.0,52.0,-4,51.3,SprintSpeed,74.0,6
Arthur,82,32500000.0,Starter,Arthur,LCM,André André,Vitória Guimarães,9000000.0,72.0,-5,50.7,SprintSpeed,70.0,0
André André,77,9000000.0,Backup,Arthur,LCM,André André,Vitória Guimarães,9000000.0,72.0,-5,50.7,SprintSpeed,69.0,0
Arthur,82,32500000.0,Starter,Arthur,LCM,André André,Vitória Guimarães,9000000.0,72.0,-5,50.7,Finishing,72.0,1
André André,77,9000000.0,Backup,Arthur,LCM,André André,Vitória Guimarães,9000000.0,72.0,-5,50.7,Finishing,68.0,1
Arthur,82,32500000.0,Starter,Arthur,LCM,André André,Vitória Guimarães,9000000.0,72.0,-5,50.7,ShortPassing,85.0,2
André André,77,9000000.0,Backup,Arthur,LCM,André André,Vitória Guimarães,9000000.0,72.0,-5,50.7,ShortPassing,80.0,2
Arthur,82,32500000.0,Starter,Arthur,LCM,André André,Vitória Guimarães,9000000.0,72.0,-5,50.7,Dribbling,82.0,3
André André,77,9000000.0,Backup,Arthur,LCM,André André,Vitória Guimarães,9000000.0,72.0,-5,50.7,Dribbling,78.0,3
Arthur,82,32500000.0,Starter,Arthur,LCM,André André,Vitória Guimarães,9000000.0,72.0,-5,50.7,StandingTackle,76.0,4
André André,77,9000000.0,Backup,Arthur,LCM,André André,Vitória Guimarães,9000000.0,72.0,-5,50.7,StandingTackle,74.0,4
Arthur,82,32500000.0,Starter,Arthur,LCM,André André,Vitória Guimarães,9000000.0,72.0,-5,50.7,Strength,62.0,5
André André,77,9000000.0,Backup,Arthur,LCM,André André,Vitória Guimarães,9000000.0,72.0,-5,50.7,Strength,61.0,5
Arthur,82,32500000.0,Starter,Arthur,LCM,André André,Vitória Guimarães,9000000.0,72.0,-5,50.7,SprintSpeed,70.0,6
André André,77,9000000.0,Backup,Arthur,LCM,André André,Vitória Guimarães,9000000.0,72.0,-5,50.7,SprintSpeed,69.0,6
G. Donnarumma,82,29000000.0,Starter,G. Donnarumma,GK,Rafael,Sampdoria,4900000.0,83.0,-8,55.9,SprintSpeed,54.0,0
Rafael,74,4900000.0,Backup,G. Donnarumma,GK,Rafael,Sampdoria,4900000.0,83.0,-8,55.9,SprintSpeed,56.0,0
