Name,Club,Age,Position,Value,Wage,Release Clause,Clause_Premium_Pct
P. Lees-Melou,OGC Nice,25,RCM,12500000.0,33000.0,24700000.0,97.6
B. Chilwell,Leicester City,21,LB,12500000.0,43000.0,26300000.0,110.4
João Novais,SC Braga,24,CAM,13000000.0,15000.0,27000000.0,107.6923076923077
D. Calabria,Milan,21,RB,14500000.0,52000.0,27600000.0,90.3448275862069
F. Mendy,Olympique Lyonnais,23,LB,13000000.0,47000.0,27300000.0,110.00000000000001
L. Pellegrini,Roma,22,CM,14000000.0,51000.0,26600000.0,90.0
Soares,FC Porto,27,LS,12000000.0,17000.0,24900000.0,107.5
Daniel Podence,Olympiacos CFP,22,LM,14000000.0,1000.0,33600000.0,140.0
G. Martínez,River Plate,25,CAM,13500000.0,25000.0,19900000.0,47.40740740740741
M. Eggestein,SV Werder Bremen,21,RCM,14000000.0,22000.0,26600000.0,90.0
Trezeguet,Kasimpaşa SK,23,LM,13000000.0,15000.0,27000000.0,107.6923076923077
N. Amiri,TSG 1899 Hoffenheim,21,CAM,14500000.0,27000.0,27600000.0,90.3448275862069
Vallejo,Real Madrid,21,CB,13500000.0,81000.0,30400000.0,125.18518518518518
J. Gomez,Liverpool,21,CB,14500000.0,61000.0,30500000.0,110.34482758620689
Diogo Jota,Wolverhampton Wanderers,21,LW,15500000.0,56000.0,32600000.0,110.3225806451613
Joan Jordán,SD Eibar,23,LCM,13500000.0,22000.0,29400000.0,117.77777777777779
Dyego Sousa,SC Braga,28,ST,10500000.0,19000.0,21000000.0,100.0
A. Marušić,Lazio,25,RM,12500000.0,46000.0,22200000.0,77.60000000000001
V. Rongier,FC Nantes,23,RCM,14000000.0,25000.0,27700000.0,97.85714285714285
W. Weghorst,VfL Wolfsburg,25,LS,13000000.0,48000.0,23100000.0,77.6923076923077
O. Al Soma,Al Ahli,29,LS,10500000.0,47000.0,17900000.0,70.47619047619048
M. Nakamba,Club Brugge KV,24,LCM,12000000.0,20000.0,18900000.0,57.49999999999999
Pablo Maffeo,VfB Stuttgart,20,RWB,13000000.0,24000.0,24700000.0,90.0
Y. Mina,Everton,23,LCB,12500000.0,68000.0,26300000.0,110.4
Diego Carlos,FC Nantes,25,RCB,10500000.0,25000.0,20700000.0,97.14285714285714
G. Simeone,Fiorentina,22,ST,15000000.0,53000.0,28500000.0,90.0
M. Meza,Independiente,25,LM,12500000.0,23000.0,18400000.0,47.199999999999996
S. Lobotka,RC Celta,23,CM,14000000.0,22000.0,32200000.0,130.0
Y. Tielemans,AS Monaco,21,CM,16000000.0,47000.0,33600000.0,110.00000000000001
K. Tete,Olympique Lyonnais,22,RB,11500000.0,47000.0,22700000.0,97.3913043478261
Capa,Athletic Club de Bilbao,26,RB,10500000.0,23000.0,22800000.0,117.14285714285715
Jemerson,AS Monaco,25,LCB,11000000.0,55000.0,21700000.0,97.27272727272728
N. Maksimović,Napoli,26,CB,11000000.0,54000.0,19500000.0,77.27272727272727
D. Zapata,Atalanta,27,RS,12000000.0,41000.0,22800000.0,90.0
J. Correa,Lazio,23,LM,14000000.0,42000.0,24900000.0,77.85714285714286
E. Rigoni,Atalanta,25,RM,13000000.0,29000.0,23100000.0,77.6923076923077
W. Barrios,Boca Juniors,24,CDM,12500000.0,20000.0,20000000.0,60.0
J. Mojica,Girona FC,25,LWB,10500000.0,28000.0,22800000.0,117.14285714285715
A. Iwobi,Arsenal,22,LM,14000000.0,81000.0,29400000.0,110.00000000000001
D. Laxalt,Milan,25,LB,12500000.0,76000.0,22200000.0,77.60000000000001
N. Bentaleb,FC Schalke 04,23,CM,13500000.0,29000.0,24000000.0,77.77777777777779
N. Stark,Hertha BSC,23,CB,12000000.0,24000.0,22800000.0,90.0
M. Lemina,Southampton,24,LCM,13500000.0,44000.0,26700000.0,97.77777777777777
L. Dendoncker,Wolverhampton Wanderers,23,CB,12000000.0,18000.0,21900000.0,82.5
Ricardo Esgaio,SC Braga,25,RM,12500000.0,16000.0,25900000.0,107.2
P. Sisto,RC Celta,23,LW,14000000.0,25000.0,32200000.0,130.0
P. Max,FC Augsburg,24,LWB,11000000.0,22000.0,19500000.0,77.27272727272727
R. Gagliardini,Inter,24,CDM,11500000.0,46000.0,20400000.0,77.39130434782608
Pere Pons,Girona FC,25,RCM,13500000.0,31000.0,29400000.0,117.77777777777779
D. Berardi,Sassuolo,23,RW,14000000.0,50000.0,24900000.0,77.85714285714286
J. Quintero,River Plate,25,CAM,12500000.0,15000.0,23200000.0,85.6
Óliver Torres,FC Porto,23,CM,13500000.0,13000.0,28000000.0,107.40740740740742
Omar Mascarell,FC Schalke 04,25,CDM,10500000.0,29000.0,18600000.0,77.14285714285715
Andreas Pereira,Manchester United,22,CM,14000000.0,91000.0,28700000.0,105.0
A. Januzaj,Real Sociedad,23,RW,14000000.0,29000.0,32200000.0,130.0
B. Cristante,Roma,23,CM,15000000.0,26000.0,28300000.0,88.66666666666667
B. Traoré,Olympique Lyonnais,22,RM,14000000.0,57000.0,27700000.0,97.85714285714285
Y. Poulsen,RB Leipzig,24,RW,13000000.0,48000.0,23100000.0,77.6923076923077
L. Trossard,KRC Genk,23,LM,14000000.0,17000.0,23800000.0,70.0
M. Arnold,VfL Wolfsburg,24,LCM,13500000.0,40000.0,24000000.0,77.77777777777779
M. De Sciglio,Juventus,25,RB,10500000.0,78000.0,18100000.0,72.38095238095238
Leo Baptistao,RCD Espanyol,25,RW,12500000.0,29000.0,27200000.0,117.6
L. Pavoletti,Cagliari,29,RS,10500000.0,39000.0,17900000.0,70.47619047619048
A. Cragno,Cagliari,24,GK,10500000.0,21000.0,20000000.0,90.47619047619048
N. Füllkrug,Hannover 96,25,RS,12500000.0,38000.0,23400000.0,87.2
R. Jiménez,Wolverhampton Wanderers,27,RS,12000000.0,15000.0,22400000.0,86.66666666666667
E. Sala,FC Nantes,27,ST,11000000.0,31000.0,20900000.0,90.0
S. García,Godoy Cruz,27,ST,11000000.0,20000.0,16000000.0,45.45454545454545
S. Arias,Atlético Madrid,26,RB,10500000.0,46000.0,22300000.0,112.38095238095238
Pozuelo,KRC Genk,26,CAM,12000000.0,19000.0,18900000.0,57.49999999999999
A. Trebel,RSC Anderlecht,27,CM,11500000.0,23000.0,18100000.0,57.391304347826086
J. Lascelles,Newcastle United,24,RCB,12000000.0,39000.0,23700000.0,97.5
T. Kongolo,Huddersfield Town,24,LCB,12000000.0,39000.0,23700000.0,97.5
A. Carrillo,Al Hilal,27,RM,11000000.0,14000.0,20900000.0,90.0
G. Defrel,Sampdoria,27,LS,11000000.0,64000.0,20500000.0,86.36363636363636
Fernando,Spartak Moscow,26,CDM,11000000.0,1000.0,23900000.0,117.27272727272727
V. Darida,Hertha BSC,27,CM,10500000.0,30000.0,17900000.0,70.47619047619048
R. Saponara,Sampdoria,26,CAM,12500000.0,56000.0,23800000.0,90.4
N. Chadli,AS Monaco,28,LM,10500000.0,66000.0,20000000.0,90.47619047619048
L. Dunk,Brighton & Hove Albion,26,LCB,11000000.0,46000.0,21700000.0,97.27272727272728
J. Guidetti,Deportivo Alavés,26,LS,13000000.0,29000.0,28300000.0,117.6923076923077
Sergi Gómez,Sevilla FC,26,LCB,11500000.0,17000.0,25000000.0,117.3913043478261
Oriol Romeu,Southampton,26,CDM,10500000.0,46000.0,20700000.0,97.14285714285714
Lucas Pérez,West Ham United,29,ST,10500000.0,85000.0,20000000.0,90.47619047619048
O. Özyakup,Beşiktaş JK,25,RDM,13000000.0,47000.0,25700000.0,97.6923076923077
K. Papadopoulos,Hamburger SV,26,CB,10500000.0,16000.0,17600000.0,67.61904761904762
V. Moses,Chelsea,27,RW,11000000.0,105000.0,20400000.0,85.45454545454545
N. Gudelj,Sporting CP,26,CDM,10500000.0,19000.0,19700000.0,87.61904761904762
R. Cabella,AS Saint-Étienne,28,CAM,10500000.0,36000.0,20000000.0,90.47619047619048
J. Shelvey,Newcastle United,26,CM,12500000.0,50000.0,24700000.0,97.6
J. Ward-Prowse,Southampton,23,RM,12000000.0,41000.0,23700000.0,97.5
G. Pereiro,PSV,23,RM,12000000.0,15000.0,17700000.0,47.5
Aarón Martín,1. FSV Mainz 05,21,LB,11000000.0,18000.0,22400000.0,103.63636363636364
Gabriel,SL Benfica,24,CM,11500000.0,11000.0,23900000.0,107.82608695652173
T. Vilhena,Feyenoord,23,CM,11500000.0,13000.0,17000000.0,47.82608695652174
J. Izquierdo,Brighton & Hove Albion,25,LM,10500000.0,45000.0,20700000.0,97.14285714285714
J. Maddison,Leicester City,21,CAM,13000000.0,45000.0,27300000.0,110.00000000000001
M. Gabbiadini,Southampton,26,ST,10500000.0,51000.0,20700000.0,97.14285714285714
E. Akbaba,Galatasaray SK,25,CAM,11000000.0,51000.0,21700000.0,97.27272727272728
R. Malinovskyi,KRC Genk,25,RCM,11500000.0,17000.0,18100000.0,57.391304347826086
G. Conti,SL Benfica,23,CB,10500000.0,10000.0,23100000.0,120.0
L. Cook,Bournemouth,21,CM,12500000.0,44000.0,26300000.0,110.4
N. Elvedi,Borussia Mönchengladbach,21,RCB,11000000.0,19000.0,20900000.0,90.0
Jorge Meré,1. FC Köln,21,CB,10500000.0,15000.0,17900000.0,70.47619047619048
A. Jahanbakhsh,Brighton & Hove Albion,24,RM,11500000.0,41000.0,22700000.0,97.3913043478261
J. Calleri,Deportivo Alavés,24,LS,12000000.0,24000.0,26100000.0,117.5
L. Ocampos,Olympique de Marseille,23,LM,12000000.0,38000.0,23700000.0,97.5
L. Dubois,Olympique Lyonnais,23,RB,10500000.0,44000.0,22100000.0,110.47619047619048
A. Živković,SL Benfica,21,LW,12500000.0,11000.0,27500000.0,120.0
A. Miranchuk,Lokomotiv Moscow,22,CAM,12000000.0,1000.0,26100000.0,117.5
B. Bourigeaud,Stade Rennais FC,24,LM,11500000.0,28000.0,22700000.0,97.3913043478261
J. Sancho,Borussia Dortmund,18,RM,14500000.0,22000.0,27600000.0,90.3448275862069
Munir,FC Barcelona,22,ST,12500000.0,115000.0,28100000.0,124.8
W. Anton,Hannover 96,21,RCB,11000000.0,22000.0,22000000.0,100.0
Rúben Vezo,Valencia CF,24,CB,10500000.0,26000.0,24200000.0,130.47619047619048
Yeray,Athletic Club de Bilbao,23,RCB,10500000.0,19000.0,24200000.0,130.47619047619048
C. Ünder,Roma,20,LM,14500000.0,46000.0,27600000.0,90.3448275862069
M. Dabbur,FC Red Bull Salzburg,26,RS,11000000.0,40000.0,17300000.0,57.27272727272727
Djaniny,Al Ahli,27,ST,10500000.0,42000.0,18600000.0,77.14285714285715
N. Mukiele,RB Leipzig,20,RB,12000000.0,30000.0,22800000.0,90.0
Diego Llorente,Real Sociedad,24,RCB,10500000.0,22000.0,24200000.0,130.47619047619048
C. Wood,Burnley,26,ST,10500000.0,56000.0,20700000.0,97.14285714285714
V. Grifo,TSG 1899 Hoffenheim,25,LM,11000000.0,33000.0,19500000.0,77.27272727272727
L. Spinazzola,Juventus,25,LM,11000000.0,80000.0,19000000.0,72.72727272727273
D. Pröpper,Brighton & Hove Albion,26,CM,10500000.0,47000.0,20700000.0,97.14285714285714
R. Inglese,Parma,26,ST,10500000.0,60000.0,19700000.0,87.61904761904762
R. De Paul,Udinese,24,LW,12000000.0,27000.0,24000000.0,100.0
D. Zakaria,Borussia Mönchengladbach,21,CM,13000000.0,21000.0,24700000.0,90.0
G. Dzhikiya,Spartak Moscow,24,CB,10500000.0,1000.0,24200000.0,130.47619047619048
N. Castillo,SL Benfica,25,ST,12000000.0,14000.0,24900000.0,107.5
D. Origi,Liverpool,23,ST,12000000.0,83000.0,23700000.0,97.5
O. Yokuşlu,RC Celta,24,LDM,10500000.0,19000.0,24200000.0,130.47619047619048
D. Selke,Hertha BSC,23,RS,12500000.0,27000.0,23800000.0,90.4
P. Cutrone,Milan,20,RS,16000000.0,62000.0,30400000.0,90.0
W. Cyprien,OGC Nice,23,LCM,12500000.0,28000.0,26300000.0,110.4
M. Benassi,Fiorentina,23,RCM,11500000.0,45000.0,20400000.0,77.39130434782608
R. Brady,Burnley,26,LWB,10500000.0,52000.0,20700000.0,97.14285714285714
R. Loftus-Cheek,Chelsea,22,CM,13000000.0,76000.0,26700000.0,105.38461538461539
A. Mitrović,Fulham,23,ST,12000000.0,52000.0,23700000.0,97.5
K. Lasagna,Udinese,25,ST,11500000.0,29000.0,21600000.0,87.82608695652175
M. Wolf,Borussia Dortmund,23,RM,12000000.0,41000.0,21300000.0,77.5
N. Jørgensen,Feyenoord,27,ST,10500000.0,17000.0,15500000.0,47.61904761904761
J. Lukaku,Lazio,23,LM,11500000.0,39000.0,20400000.0,77.39130434782608
J. Augustin,RB Leipzig,21,ST,13500000.0,39000.0,25700000.0,90.37037037037037
M. Diakhaby,Valencia CF,21,CB,11000000.0,22000.0,25300000.0,130.0
D. van de Beek,Ajax,21,CAM,12500000.0,14000.0,20000000.0,60.0
Borja Iglesias,RCD Espanyol,25,ST,12000000.0,29000.0,26100000.0,117.5
G. Shibasaki,Getafe CF,26,LM,11000000.0,24000.0,23900000.0,117.27272727272727
W. Hughes,Watford,23,RM,12500000.0,45000.0,26300000.0,110.4
S. Boufal,RC Celta,24,LM,11500000.0,41000.0,21100000.0,83.47826086956522
T. Kehrer,Paris Saint-Germain,21,RB,11000000.0,43000.0,22600000.0,105.45454545454544
E. Gutiérrez,PSV,23,LCM,13000000.0,15000.0,20800000.0,60.0
D. Upamecano,RB Leipzig,19,LCB,13000000.0,18000.0,24700000.0,90.0
E. Bardhi,Levante UD,22,LCM,12000000.0,22000.0,27600000.0,130.0
F. Ferreyra,SL Benfica,27,ST,10500000.0,14000.0,21800000.0,107.61904761904762
V. Fischer,FC København,24,LM,12000000.0,20000.0,16500000.0,37.5
Wesley,Club Brugge KV,21,LS,13500000.0,20000.0,23000000.0,70.37037037037037
D. Ginczek,VfL Wolfsburg,27,RS,10500000.0,46000.0,18600000.0,77.14285714285715
F. Kostić,Eintracht Frankfurt,25,LM,10500000.0,16000.0,20900000.0,99.04761904761905
R. Fraser,Bournemouth,24,LM,11500000.0,52000.0,22700000.0,97.3913043478261
H. Winks,Tottenham Hotspur,22,CM,13000000.0,66000.0,26700000.0,105.38461538461539
L. Acosta,DC United,24,CAM,11000000.0,8000.0,17300000.0,57.27272727272727
Vinícius Júnior,Real Madrid,17,LW,17500000.0,66000.0,46800000.0,167.42857142857144
K. Fortounis,Olympiacos CFP,25,CAM,11000000.0,1000.0,25000000.0,127.27272727272727
R. Bentancur,Juventus,21,RCM,15500000.0,62000.0,28700000.0,85.16129032258064
T. Hernández,Real Sociedad,20,LB,11000000.0,76000.0,21400000.0,94.54545454545455
I. Diop,West Ham United,21,LCB,12000000.0,46000.0,25200000.0,110.00000000000001
Paulinho,SC Braga,25,LS,11000000.0,16000.0,22800000.0,107.27272727272728
A. Diawara,Napoli,20,CM,14000000.0,41000.0,26600000.0,90.0
F. Kamano,FC Girondins de Bordeaux,22,LW,12000000.0,39000.0,23700000.0,97.5
F. Cartabia,Deportivo de La Coruña,25,RM,11000000.0,12000.0,18400000.0,67.27272727272727
E. Ünal,Real Valladolid CF,21,ST,12500000.0,26000.0,24700000.0,97.6
O. Abdulrahman,Al Hilal,26,CAM,10500000.0,39000.0,18600000.0,77.14285714285715
N. Barella,Cagliari,21,RCM,15500000.0,24000.0,29500000.0,90.32258064516128
Angeliño,PSV,21,LB,10500000.0,11000.0,16800000.0,60.0
F. Grillitsch,TSG 1899 Hoffenheim,22,CM,11500000.0,30000.0,20400000.0,77.39130434782608
Bruno Viana,SC Braga,23,RCB,10500000.0,12000.0,23100000.0,120.0
A. Barák,Udinese,23,CM,12500000.0,24000.0,25000000.0,100.0
F. Andone,Brighton & Hove Albion,25,ST,11500000.0,49000.0,22700000.0,97.3913043478261
R. Funes Mori,Monterrey,27,ST,10500000.0,49000.0,18600000.0,77.14285714285715
P. Schick,Roma,22,ST,14000000.0,53000.0,26600000.0,90.0
A. Schöpf,FC Schalke 04,24,RM,12000000.0,27000.0,21300000.0,77.5
Gabriel Boschilia,FC Nantes,22,RW,10500000.0,48000.0,20900000.0,99.04761904761905
F. Acheampong,Tianjin TEDA FC,24,ST,10500000.0,16000.0,23400000.0,122.85714285714286
Wendel,Sporting CP,20,RCM,12500000.0,10000.0,27500000.0,120.0
Alfa Semedo,SL Benfica,20,CDM,10500000.0,8000.0,23100000.0,120.0
E. Boateng,Levante UD,22,ST,10500000.0,22000.0,24200000.0,130.47619047619048
A. Halilović,Milan,22,RM,11000000.0,61000.0,20900000.0,90.0
J. Jankto,Sampdoria,22,RM,11500000.0,23000.0,22100000.0,92.17391304347827
R. Marin,Standard de Liège,22,CM,10500000.0,15000.0,17900000.0,70.47619047619048
Ayoze Pérez,Newcastle United,24,CF,10500000.0,42000.0,20700000.0,97.14285714285714
M. Pašalić,Atalanta,23,RCM,10500000.0,71000.0,20600000.0,96.19047619047619
Francisco Geraldes,Eintracht Frankfurt,23,CAM,11000000.0,12000.0,21100000.0,91.81818181818183
M. Niang,Stade Rennais FC,23,LW,10500000.0,37000.0,20600000.0,96.19047619047619
F. Benković,Celtic,20,LCB,10500000.0,37000.0,21000000.0,100.0
M. Rashica,SV Werder Bremen,22,RW,11000000.0,25000.0,20900000.0,90.0
N. Nández,Boca Juniors,22,RCM,11500000.0,20000.0,18400000.0,60.0
H. Onyekuru,Galatasaray SK,21,ST,12500000.0,56000.0,25000000.0,100.0
N. Pépé,LOSC Lille,23,RM,11500000.0,26000.0,25300000.0,120.0
Matheus Pereira,1. FC Nürnberg,22,RM,11000000.0,12000.0,21400000.0,94.54545454545455
Gedson Fernandes,SL Benfica,19,RCM,12000000.0,6000.0,26400000.0,120.0
R. Pizarro,Monterrey,24,RCM,10500000.0,37000.0,20000000.0,90.47619047619048
K. Dolberg,Ajax,20,ST,12000000.0,15000.0,19200000.0,60.0
Kenedy,Newcastle United,22,LM,11500000.0,71000.0,22100000.0,92.17391304347827
I. Sarr,Stade Rennais FC,20,RM,13500000.0,22000.0,28400000.0,110.37037037037037
G. Laborde,Montpellier HSC,24,RS,10500000.0,24000.0,21800000.0,107.61904761904762
Iván Alejo,Getafe CF,23,RM,10500000.0,20000.0,22800000.0,117.14285714285715
M. Dembélé,Olympique Lyonnais,21,ST,12000000.0,43000.0,25200000.0,110.00000000000001
A. Petagna,SPAL,23,RS,10500000.0,25000.0,21300000.0,102.85714285714285
De Tomás,Rayo Vallecano,23,ST,11000000.0,105000.0,21300000.0,93.63636363636364
B. Embolo,FC Schalke 04,21,ST,12500000.0,24000.0,23800000.0,90.4
A. Ndiaye Diedhiou,Getafe CF,21,LM,12000000.0,17000.0,27600000.0,130.0
Marc Roca,RCD Espanyol,21,CDM,11500000.0,17000.0,26500000.0,130.43478260869566
V. Koziello,1. FC Köln,22,CM,10500000.0,19000.0,17900000.0,70.47619047619048
Alex Berenguer,Torino,22,LM,10500000.0,34000.0,18600000.0,77.14285714285715
Camarasa,Cardiff City,24,RM,10500000.0,20000.0,22000000.0,109.52380952380953
J. Grealish,Aston Villa,22,LCM,11500000.0,18000.0,24200000.0,110.43478260869566
K. Tierney,Celtic,21,LB,11000000.0,32000.0,22000000.0,100.0
I. Bebou,Hannover 96,24,RM,10500000.0,28000.0,19700000.0,87.61904761904762
Y. Yazıcı,Trabzonspor,21,RM,11000000.0,22000.0,24200000.0,120.0
K. Linetty,Sampdoria,23,CM,10500000.0,28000.0,20000000.0,90.47619047619048
J. Brekalo,VfL Wolfsburg,20,LW,11500000.0,33000.0,21900000.0,90.43478260869566
D. Gray,Leicester City,22,LM,11000000.0,50000.0,23100000.0,110.00000000000001
M. Pjaca,Fiorentina,23,LW,11000000.0,75000.0,20700000.0,88.18181818181819
A. Ćorić,Roma,21,CAM,14000000.0,38000.0,26600000.0,90.0
C. Nkunku,Paris Saint-Germain,20,CM,11500000.0,46000.0,23600000.0,105.21739130434781
A. Umar,Çaykur Rizespor,23,RM,10500000.0,13000.0,21800000.0,107.61904761904762
A. Lunin,CD Leganés,19,GK,10500000.0,24000.0,21000000.0,100.0
M. Simon,Levante UD,22,LM,10500000.0,20000.0,24200000.0,130.47619047619048
S. Berge,KRC Genk,20,RCM,11500000.0,11000.0,19600000.0,70.43478260869566
G. Donsah,Bologna,22,CM,10500000.0,27000.0,20000000.0,90.47619047619048
Dani Olmo,Dinamo Zagreb,20,CAM,11000000.0,1000.0,26400000.0,140.0
Felipe Vizeu,Udinese,21,ST,12000000.0,21000.0,24000000.0,100.0
A. Meret,Napoli,21,GK,12000000.0,24000.0,27900000.0,132.5
M. Mount,Derby County,19,LCM,11000000.0,37000.0,21600000.0,96.36363636363636
R. Sessegnon,Fulham,18,LM,12000000.0,27000.0,30300000.0,152.5
J. Kluivert,Roma,19,LW,11000000.0,28000.0,20900000.0,90.0
Y. Karamoh,FC Girondins de Bordeaux,19,RM,10500000.0,24000.0,22500000.0,114.28571428571428
R. Mandragora,Udinese,21,LCM,10500000.0,18000.0,21000000.0,100.0
Brais Méndez,RC Celta,21,RM,10500000.0,16000.0,24200000.0,130.47619047619048
L. Blas,En Avant de Guingamp,20,LDM,10500000.0,16000.0,23100000.0,120.0
F. Neuhaus,Borussia Mönchengladbach,21,RCM,10500000.0,19000.0,20000000.0,90.47619047619048
Adama,Wolverhampton Wanderers,22,RW,10500000.0,54000.0,22100000.0,110.47619047619048
N. Vlašić,PFC CSKA Moscow,20,LCM,10500000.0,1000.0,25200000.0,140.0
C. Musonda,Vitesse,21,RW,11000000.0,64000.0,21200000.0,92.72727272727272
Jovane Cabral,Sporting CP,20,LM,12000000.0,9000.0,26400000.0,120.0
A. Danjuma Groeneveld,Club Brugge KV,21,LM,10500000.0,16000.0,17900000.0,70.47619047619048
