Name,Club,Overall,Position,Value,Wage,Fair_Wage,Wage_Delta_Pct,Wage_Status
Iago Falqué,Torino,80,RW,15000000.0,59000.0,46745.12589202906,26.216367747681335,Normal Market
L. de Jong,PSV,80,ST,16000000.0,23000.0,49027.996155357476,-53.088027650327085,Target (Underpaid)
Guaita,Crystal Palace,80,GK,9000000.0,48000.0,32050.365348957537,49.76428342512244,Avoid (Overpaid)
Muniain,Athletic Club de Bilbao,80,CAM,18500000.0,31000.0,54579.20399578295,-43.201809974371905,Target (Underpaid)
Susaeta,Athletic Club de Bilbao,80,RW,14000000.0,33000.0,44422.12221917591,-25.712689193055404,Normal Market
S. Rudy,FC Schalke 04,80,CDM,12000000.0,37000.0,39640.448901425145,-6.660996468509256,Normal Market
K. Trapp,Eintracht Frankfurt,80,GK,11500000.0,61000.0,38413.413338757826,58.79869737702553,Avoid (Overpaid)
V. Wanyama,Tottenham Hotspur,80,CDM,14500000.0,86000.0,45588.85582146803,88.6425935688918,Avoid (Overpaid)
N. Nkoulou,Torino,80,CB,12000000.0,50000.0,39640.448901425145,26.13378855606857,Normal Market
R. Boudebouz,Real Betis,80,CAM,15000000.0,31000.0,46745.12589202906,-33.68292542070981,Target (Underpaid)
Camacho,VfL Wolfsburg,80,CDM,13500000.0,51000.0,43244.45137620746,17.934205145355474,Normal Market
S. Ulreich,FC Bayern München,80,GK,10000000.0,61000.0,34644.86923626099,76.07224776635746,Avoid (Overpaid)
M. Musacchio,Milan,80,RCB,12500000.0,85000.0,40854.1986491904,108.0569508409252,Avoid (Overpaid)
C. Stuani,Girona FC,80,ST,13500000.0,41000.0,43244.45137620746,-5.1901488047142275,Normal Market
P. Gulácsi,RB Leipzig,80,GK,10500000.0,45000.0,35916.47638100917,25.29068698897686,Normal Market
Bruno,Villarreal CF,80,CM,7000000.0,39000.0,26619.28070364867,46.51034501715262,Avoid (Overpaid)
F. Delph,Manchester City,80,LB,11500000.0,120000.0,38413.413338757826,212.3908800859519,Avoid (Overpaid)
A. Lallana,Liverpool,80,CM,13500000.0,110000.0,43244.45137620746,154.3678934507667,Avoid (Overpaid)
Marcelo,Olympique Lyonnais,80,RCB,10000000.0,64000.0,34644.86923626099,84.73153864011275,Avoid (Overpaid)
S. Coleman,Everton,80,RWB,11000000.0,97000.0,37172.35883262683,160.94658247746548,Avoid (Overpaid)
Alexandre Pato,Tianjin Quanjian FC,80,ST,15500000.0,35000.0,47891.370570386345,-26.917940365560828,Normal Market
Antunes,Getafe CF,80,LB,9500000.0,27000.0,33356.53848238384,-19.056349284386435,Normal Market
Nacho Monreal,Arsenal,80,LB,8000000.0,99000.0,29379.28056560728,236.97217254493935,Avoid (Overpaid)
Beñat,Athletic Club de Bilbao,80,LCM,12500000.0,30000.0,40854.1986491904,-26.56813499732052,Normal Market
A. Fernández,Beijing Renhe FC,80,LDM,11000000.0,20000.0,37172.35883262683,-46.19658093248134,Target (Underpaid)
K. Gameiro,Valencia CF,80,ST,13500000.0,45000.0,43244.45137620746,4.059592775313653,Normal Market
I. Piatti,Montreal Impact,80,LW,9000000.0,13000.0,32050.365348957537,-59.43883990569601,Target (Underpaid)
V. Birsa,Chievo Verona,80,CAM,13000000.0,23000.0,42055.32969357614,-45.31014221602167,Target (Underpaid)
S. Romero,Manchester United,80,GK,9000000.0,91000.0,32050.365348957537,183.92812066012795,Avoid (Overpaid)
D. Criscito,Genoa,80,LCB,10000000.0,21000.0,34644.86923626099,-39.384963883713006,Target (Underpaid)
D. Valeri,Portland Timbers,80,RF,11500000.0,12000.0,38413.413338757826,-68.76091199140481,Target (Underpaid)
D. Sturridge,Liverpool,80,ST,15500000.0,125000.0,47891.370570386345,161.00735583728274,Avoid (Overpaid)
Raúl García,Athletic Club de Bilbao,80,CAM,13000000.0,30000.0,42055.32969357614,-28.66540289046305,Normal Market
S. Defour,Burnley,80,LCM,13500000.0,65000.0,43244.45137620746,50.308300675453054,Avoid (Overpaid)
M. Škrtel,Fenerbahçe SK,80,LCB,6000000.0,68000.0,23753.935737680138,186.2683504364866,Avoid (Overpaid)
S. Radu,Lazio,80,LCB,10000000.0,51000.0,34644.86923626099,47.20794485383985,Avoid (Overpaid)
G. Cahill,Chelsea,80,CB,8500000.0,99000.0,30725.089298527844,222.21224497708283,Avoid (Overpaid)
L. Diarra,Paris Saint-Germain,80,CDM,6000000.0,75000.0,23753.935737680138,215.73715121671313,Avoid (Overpaid)
L. Perrin,AS Saint-Étienne,80,RCB,8500000.0,37000.0,30725.089298527844,20.422758223758233,Normal Market
Dante,OGC Nice,80,CB,4500000.0,37000.0,19205.69367823022,92.65120343942456,Avoid (Overpaid)
A. Gignac,Tigres U.A.N.L.,80,ST,12000000.0,70000.0,39640.448901425145,76.587303978496,Avoid (Overpaid)
M. Gómez,VfB Stuttgart,80,LS,12000000.0,46000.0,39640.448901425145,16.043085471583087,Normal Market
Juanfran,Atlético Madrid,80,RB,5500000.0,53000.0,22274.97032447727,137.93522158707412,Avoid (Overpaid)
Santi Cazorla,Villarreal CF,80,LCM,8500000.0,39000.0,30725.089298527844,26.932096506123543,Normal Market
Jesús Navas,Sevilla FC,80,RM,11500000.0,22000.0,38413.413338757826,-42.728338650908825,Target (Underpaid)
J. Mascherano,Hebei China Fortune FC,80,LDM,4500000.0,20000.0,19205.69367823022,4.135785642932197,Normal Market
A. Mirante,Roma,80,GK,6000000.0,51000.0,23753.935737680138,114.70126282736493,Avoid (Overpaid)
B. Schweinsteiger,Chicago Fire,80,LCB,6000000.0,11000.0,23753.935737680138,-53.6918844882154,Target (Underpaid)
Moyá,Real Sociedad,80,GK,6000000.0,26000.0,23753.935737680138,9.455545755127218,Normal Market
W. Rooney,DC United,80,ST,12000000.0,13000.0,39640.448901425145,-67.20521497542217,Target (Underpaid)
Fernando Torres,Sagan Tosu,80,LS,8000000.0,10000.0,29379.28056560728,-65.96240681364249,Target (Underpaid)
Rúben Dias,SL Benfica,79,RCB,15000000.0,10000.0,46745.12589202906,-78.60739529700317,Target (Underpaid)
David Neres,Ajax,79,RW,18000000.0,18000.0,53485.48905401053,-66.34601212709619,Target (Underpaid)
Raphinha,Sporting CP,79,RM,18000000.0,13000.0,53485.48905401053,-75.69434209179168,Target (Underpaid)
A. Harit,FC Schalke 04,79,LCM,18000000.0,27000.0,53485.48905401053,-49.51901819064428,Target (Underpaid)
Richarlison,Everton,79,ST,18000000.0,79000.0,53485.48905401053,47.703613442188946,Avoid (Overpaid)
L. Martínez,Inter,79,ST,18000000.0,54000.0,53485.48905401053,0.961963618711432,Normal Market
F. Kessié,Milan,79,CM,19500000.0,24000.0,56743.80432931239,-57.70463351255739,Target (Underpaid)
Luimo Boas Santos,Santos,79,ST,12000000.0,26000.0,39640.448901425145,-34.41042995084434,Target (Underpaid)
Gabri Prestão,Internacional,79,GK,9000000.0,24000.0,32050.365348957537,-25.11785828743878,Normal Market
Melvin Parrela,América FC (Minas Gerais),79,LCM,9500000.0,20000.0,33356.53848238384,-40.04174021065662,Target (Underpaid)
Antônio Chiamuloira,Internacional,79,CB,9500000.0,30000.0,33356.53848238384,-10.06261031598493,Normal Market
Maikel Catarino,Atlético Mineiro,79,RB,3600000.0,38000.0,16286.667419118616,133.31967812759845,Avoid (Overpaid)
André Silva,Sevilla FC,79,ST,19000000.0,84000.0,55665.224232373715,50.90211376737324,Avoid (Overpaid)
C. Pulisic,Borussia Dortmund,79,RM,18000000.0,26000.0,53485.48905401053,-51.388684183583386,Target (Underpaid)
M. Dmitrović,SD Eibar,79,GK,10000000.0,21000.0,34644.86923626099,-39.384963883713006,Target (Underpaid)
L. Tousart,Olympique Lyonnais,79,RDM,14500000.0,43000.0,45588.85582146803,-5.678703215554107,Normal Market
Marcos Llorente,Real Madrid,79,CDM,16000000.0,110000.0,49027.996155357476,124.36160688974003,Avoid (Overpaid)
S. Bergwijn,PSV,79,LW,18000000.0,17000.0,53485.48905401053,-68.21567812003529,Target (Underpaid)
A. Diallo,Borussia Dortmund,79,LCB,15000000.0,43000.0,46745.12589202906,-8.011799777113602,Normal Market
A. Golovin,AS Monaco,79,CAM,17000000.0,61000.0,51273.875023498054,18.968968060332102,Normal Market
M. Campaña,Independiente,79,GK,10000000.0,21000.0,34644.86923626099,-39.384963883713006,Target (Underpaid)
C. Pavón,Boca Juniors,79,RW,17500000.0,27000.0,52383.80878809442,-48.4573561475422,Target (Underpaid)
K. Toko-Ekambi,Villarreal CF,79,LS,15000000.0,38000.0,46745.12589202906,-18.70810212861202,Normal Market
Granell,Girona FC,79,LWB,12000000.0,37000.0,39640.448901425145,-6.660996468509256,Normal Market
F. Cervi,SL Benfica,79,LW,17000000.0,15000.0,51273.875023498054,-70.74533572286916,Target (Underpaid)
J. Weigl,Borussia Dortmund,79,CDM,14500000.0,43000.0,45588.85582146803,-5.678703215554107,Normal Market
V. Lindelöf,Manchester United,79,CB,14500000.0,91000.0,45588.85582146803,99.61018621824596,Avoid (Overpaid)
A. Rebić,Eintracht Frankfurt,79,CAM,16000000.0,39000.0,49027.996155357476,-20.45361210272853,Normal Market
A. Sanabria,Real Betis,79,ST,17500000.0,27000.0,52383.80878809442,-48.4573561475422,Target (Underpaid)
R. Battaglia,Sporting CP,79,CM,14500000.0,17000.0,45588.85582146803,-62.710184992195806,Target (Underpaid)
M. Philipp,Borussia Dortmund,79,ST,17000000.0,53000.0,51273.875023498054,3.3664804458623196,Normal Market
A. Saint-Maximin,OGC Nice,79,RS,18000000.0,31000.0,53485.48905401053,-42.040354218887884,Target (Underpaid)
D. Zappacosta,Chelsea,79,RB,12500000.0,94000.0,40854.1986491904,130.08651034172905,Avoid (Overpaid)
L. Alario,Bayer 04 Leverkusen,79,ST,16000000.0,67000.0,49027.996155357476,36.65661510556893,Avoid (Overpaid)
D. Benedetto,Boca Juniors,79,ST,13000000.0,32000.0,42055.32969357614,-23.909763083160584,Normal Market
I. Marcone,Cruz Azul,79,RDM,11500000.0,31000.0,38413.413338757826,-19.299022644462433,Normal Market
J. Gbamin,1. FSV Mainz 05,79,RCM,14500000.0,26000.0,45588.85582146803,-42.9685182233583,Target (Underpaid)
J. Lerma,Bournemouth,79,RCM,14500000.0,55000.0,45588.85582146803,20.64351914289591,Normal Market
Ricardo Horta,SC Braga,79,LM,17000000.0,16000.0,51273.875023498054,-68.79502477106043,Target (Underpaid)
M. Meyer,Crystal Palace,79,LM,16000000.0,53000.0,49027.996155357476,8.1015015014202,Normal Market
Bruma,RB Leipzig,79,LW,16500000.0,48000.0,50155.38033886238,-4.297406029622517,Normal Market
R. Centurión,Racing Club,79,RM,15500000.0,25000.0,47891.370570386345,-47.79852883254345,Target (Underpaid)
Jonny,Wolverhampton Wanderers,79,LWB,13500000.0,43000.0,43244.45137620746,-0.5652780147002874,Normal Market
Otávio,FC Porto,79,RM,17500000.0,15000.0,52383.80878809442,-71.36519785974566,Target (Underpaid)
J. Hofmann,Borussia Mönchengladbach,79,CAM,15000000.0,32000.0,46745.12589202906,-31.543664950410122,Target (Underpaid)
N. Aké,Bournemouth,79,CB,14500000.0,55000.0,45588.85582146803,20.64351914289591,Normal Market
J. Hector,1. FC Köln,79,LWB,10000000.0,26000.0,34644.86923626099,-24.952812427454198,Normal Market
S. Kolašinac,Arsenal,79,LB,13000000.0,89000.0,42055.32969357614,111.62597142495963,Avoid (Overpaid)
G. Pizarro,Tigres U.A.N.L.,79,LDM,10000000.0,58000.0,34644.86923626099,67.41295689260218,Avoid (Overpaid)
Roger,Levante UD,79,RS,14500000.0,32000.0,45588.85582146803,-29.80740704413329,Normal Market
Sergio Rico,Fulham,79,GK,11500000.0,13000.0,38413.413338757826,-66.15765465735521,Target (Underpaid)
L. Milivojević,Crystal Palace,79,RCM,12500000.0,56000.0,40854.1986491904,37.07281467166836,Avoid (Overpaid)
D. Baselli,Torino,79,CDM,15500000.0,49000.0,47891.370570386345,2.31488348821484,Normal Market
K. Rekik,Hertha BSC,79,CB,14000000.0,26000.0,44422.12221917591,-41.47060360664972,Target (Underpaid)
Denis Suárez,FC Barcelona,79,CM,17500000.0,120000.0,52383.80878809442,129.07841712203466,Avoid (Overpaid)
W. Orban,RB Leipzig,79,RCB,13000000.0,48000.0,42055.32969357614,14.135355375259124,Normal Market
Mário Rui,Napoli,79,LB,11500000.0,60000.0,38413.413338757826,56.19544004297593,Avoid (Overpaid)
Iñigo Martínez,Athletic Club de Bilbao,79,LCB,12000000.0,26000.0,39640.448901425145,-34.41042995084434,Target (Underpaid)
K. Zouma,Everton,79,CB,14000000.0,80000.0,44422.12221917591,80.09045044107779,Avoid (Overpaid)
Roque Mesa,Sevilla FC,79,CDM,10000000.0,20000.0,34644.86923626099,-42.27139417496477,Target (Underpaid)
J. Brooks,VfL Wolfsburg,79,LCB,14000000.0,44000.0,44422.12221917591,-0.9502522574072079,Normal Market
L. Karius,Beşiktaş JK,79,GK,11500000.0,71000.0,38413.413338757826,84.83127071752152,Avoid (Overpaid)
D. Klaassen,SV Werder Bremen,79,LCM,15000000.0,32000.0,46745.12589202906,-31.543664950410122,Target (Underpaid)
M. Elyounoussi,Southampton,79,LM,17500000.0,48000.0,52383.80878809442,-8.368633151186128,Normal Market
L. Bittencourt,TSG 1899 Hoffenheim,79,LM,16000000.0,35000.0,49027.996155357476,-28.61221598962817,Normal Market
Sergi Darder,RCD Espanyol,79,RCM,16000000.0,29000.0,49027.996155357476,-40.85012181997762,Target (Underpaid)
J. Roussillon,VfL Wolfsburg,79,LB,14000000.0,44000.0,44422.12221917591,-0.9502522574072079,Normal Market
D. Demme,RB Leipzig,79,CDM,12000000.0,50000.0,39640.448901425145,26.13378855606857,Normal Market
J. Gouweleeuw,FC Augsburg,79,RCB,12000000.0,28000.0,39640.448901425145,-29.365078408601597,Normal Market
M. Rojo,Manchester United,79,CB,10000000.0,115000.0,34644.86923626099,231.9394834939526,Avoid (Overpaid)
J. Veretout,Fiorentina,79,CDM,16500000.0,59000.0,50155.38033886238,17.634438421922322,Normal Market
L. Kurzawa,Paris Saint-Germain,79,LB,13000000.0,68000.0,42055.32969357614,61.69175344828376,Avoid (Overpaid)
G. Ramírez,Sampdoria,79,CAM,13000000.0,41000.0,42055.32969357614,-2.509383950299499,Normal Market
David López,RCD Espanyol,79,RCB,10000000.0,32000.0,34644.86923626099,-7.6342306799436255,Normal Market
C. Tătăruşanu,FC Nantes,79,GK,7000000.0,23000.0,26619.28070364867,-13.596463195012554,Normal Market
A. Mandi,Real Betis,79,RCB,13000000.0,26000.0,42055.32969357614,-38.17668250506798,Target (Underpaid)
D. Sidibé,AS Monaco,79,RB,12000000.0,61000.0,39640.448901425145,53.88322203840366,Avoid (Overpaid)
Y. Konoplyanka,FC Schalke 04,79,LW,12500000.0,41000.0,40854.1986491904,0.3568821703286222,Normal Market
S. Berghuis,Feyenoord,79,RW,15000000.0,20000.0,46745.12589202906,-57.214790594006324,Target (Underpaid)
H. Vanaken,Club Brugge KV,79,CAM,15500000.0,27000.0,47891.370570386345,-43.62241113914693,Target (Underpaid)
Campaña,Levante UD,79,CDM,15500000.0,28000.0,47891.370570386345,-41.53435229244866,Target (Underpaid)
M. van Ginkel,Chelsea,79,CM,14500000.0,98000.0,45588.85582146803,114.9648159273418,Avoid (Overpaid)
Nolito,Sevilla FC,79,LM,11000000.0,21000.0,37172.35883262683,-43.506409979105406,Target (Underpaid)
M. Gregoritsch,FC Augsburg,79,CAM,16000000.0,27000.0,49027.996155357476,-44.929423763427444,Target (Underpaid)
Ibai Gómez,Deportivo Alavés,79,RM,12500000.0,31000.0,40854.1986491904,-24.12040616389787,Normal Market
Danilo,Manchester City,79,RB,12000000.0,110000.0,39640.448901425145,177.49433482335087,Avoid (Overpaid)
R. Barkley,Chelsea,79,CAM,16000000.0,89000.0,49027.996155357476,81.52893648351694,Avoid (Overpaid)
M. Ryan,Brighton & Hove Albion,79,GK,10500000.0,41000.0,35916.47638100917,14.153737034401138,Normal Market
Sergio León,Real Betis,79,ST,12500000.0,32000.0,40854.1986491904,-21.67267733047522,Normal Market
B. Stambouli,FC Schalke 04,79,RCB,10500000.0,33000.0,35916.47638100917,-8.120162874750305,Normal Market
J. Guilavogui,VfL Wolfsburg,79,CDM,12000000.0,46000.0,39640.448901425145,16.043085471583087,Normal Market
Sérgio Oliveira,FC Porto,79,CM,15500000.0,17000.0,47891.370570386345,-64.50299960612953,Target (Underpaid)
D. Caligiuri,FC Schalke 04,79,RWB,9000000.0,33000.0,32050.365348957537,2.9629448547716803,Normal Market
C. Wilson,Bournemouth,79,ST,15500000.0,77000.0,47891.370570386345,60.78053119576617,Avoid (Overpaid)
P. Jones,Manchester United,79,CB,12000000.0,110000.0,39640.448901425145,177.49433482335087,Avoid (Overpaid)
Borja García,Girona FC,79,LM,13000000.0,35000.0,42055.32969357614,-16.77630337220689,Normal Market
Y. Belhanda,Galatasaray SK,79,CAM,12500000.0,65000.0,40854.1986491904,59.1023741724722,Avoid (Overpaid)
G. Pezzella,Fiorentina,79,RCB,12500000.0,56000.0,40854.1986491904,37.07281467166836,Avoid (Overpaid)
Jaume Costa,Villarreal CF,79,LB,9000000.0,34000.0,32050.365348957537,6.083034092795065,Normal Market
C. Tosun,Everton,79,ST,14500000.0,105000.0,45588.85582146803,130.31944563643765,Avoid (Overpaid)
Escudero,Sevilla FC,79,LM,10000000.0,20000.0,34644.86923626099,-42.27139417496477,Target (Underpaid)
Kike García,SD Eibar,79,ST,13000000.0,32000.0,42055.32969357614,-23.909763083160584,Normal Market
Elkeson,Shanghai SIPG FC,79,ST,13000000.0,25000.0,42055.32969357614,-40.55450240871921,Target (Underpaid)
Ricardo Goulart,Guangzhou Evergrande Taobao FC,79,CF,14500000.0,25000.0,45588.85582146803,-45.16203675322913,Target (Underpaid)
J. Guðmundsson,Burnley,79,RM,13000000.0,61000.0,42055.32969357614,45.04701412272514,Avoid (Overpaid)
N. Clyne,Liverpool,79,RB,11500000.0,94000.0,38413.413338757826,144.70618940066228,Avoid (Overpaid)
M. Hitz,Borussia Dortmund,79,GK,8000000.0,41000.0,29379.28056560728,39.55413206406579,Avoid (Overpaid)
De Marcos,Athletic Club de Bilbao,79,RB,9500000.0,27000.0,33356.53848238384,-19.056349284386435,Normal Market
B. Mee,Burnley,79,LCB,10000000.0,58000.0,34644.86923626099,67.41295689260218,Avoid (Overpaid)
Rafael,Olympique Lyonnais,79,RB,10500000.0,60000.0,35916.47638100917,67.05424931863581,Avoid (Overpaid)
Iborra,Leicester City,79,CDM,9500000.0,66000.0,33356.53848238384,97.86225730483315,Avoid (Overpaid)
J. Wilshere,West Ham United,79,CM,15000000.0,83000.0,46745.12589202906,77.55861903487374,Avoid (Overpaid)
B. Hübner,TSG 1899 Hoffenheim,79,CB,10000000.0,39000.0,34644.86923626099,12.570781358818707,Normal Market
Souza,Al Ahli,79,CDM,10000000.0,44000.0,34644.86923626099,27.002932815077514,Normal Market
F. Coquelin,Valencia CF,79,LCM,12000000.0,36000.0,39640.448901425145,-9.183672239630628,Normal Market
Alex Teixeira,Jiangsu Suning FC,79,LS,13000000.0,30000.0,42055.32969357614,-28.66540289046305,Normal Market
Y. M'Vila,AS Saint-Étienne,79,LDM,11500000.0,36000.0,38413.413338757826,-6.282735974214439,Normal Market
K. Asamoah,Inter,79,LB,9500000.0,62000.0,33356.53848238384,85.87060534696448,Avoid (Overpaid)
R. Zieler,VfB Stuttgart,79,GK,10000000.0,32000.0,34644.86923626099,-7.6342306799436255,Normal Market
D. Drinkwater,Chelsea,79,CM,12500000.0,110000.0,40854.1986491904,169.25017167649145,Avoid (Overpaid)
N. Kalinić,Atlético Madrid,79,ST,12000000.0,60000.0,39640.448901425145,51.360546267282295,Avoid (Overpaid)
Mariano,Galatasaray SK,79,RB,7000000.0,57000.0,26619.28070364867,114.13050425583846,Avoid (Overpaid)
S. Feghouli,Galatasaray SK,79,RM,12500000.0,65000.0,40854.1986491904,59.1023741724722,Avoid (Overpaid)
Adrien Silva,Leicester City,79,CM,12000000.0,75000.0,39640.448901425145,89.20068283410286,Avoid (Overpaid)
Fernando,Galatasaray SK,79,CDM,9500000.0,57000.0,33356.53848238384,70.88104039962863,Avoid (Overpaid)
I. Traoré,Borussia Mönchengladbach,79,RM,12000000.0,34000.0,39640.448901425145,-14.229023781873371,Normal Market
G. Mercado,Sevilla FC,79,RCB,8500000.0,19000.0,30725.089298527844,-38.16128631752956,Target (Underpaid)
N. Petersen,SC Freiburg,79,RS,12500000.0,35000.0,40854.1986491904,-14.329490830207273,Normal Market
O. Karnezis,Napoli,79,GK,7000000.0,48000.0,26619.28070364867,80.32042463649553,Avoid (Overpaid)
M. Sakho,Crystal Palace,79,CB,11500000.0,58000.0,38413.413338757826,50.988925374876736,Avoid (Overpaid)
Sidnei,Real Betis,79,LCB,11500000.0,27000.0,38413.413338757826,-29.71205198066083,Normal Market
S. Jovetić,AS Monaco,79,ST,13000000.0,79000.0,42055.32969357614,87.84777238844731,Avoid (Overpaid)
Eder,Jiangsu Suning FC,79,RS,11500000.0,29000.0,38413.413338757826,-24.505537312561632,Normal Market
J. Hernández,West Ham United,79,ST,12000000.0,90000.0,39640.448901425145,127.04081940092343,Avoid (Overpaid)
Fabricio,Fulham,79,GK,8000000.0,47000.0,29379.28056560728,59.976687975880296,Avoid (Overpaid)
Kiko Casilla,Real Madrid,79,GK,7500000.0,105000.0,28011.30530207255,274.84865081325245,Avoid (Overpaid)
Ángel,Getafe CF,79,ST,11500000.0,31000.0,38413.413338757826,-19.299022644462433,Normal Market
M. Schneiderlin,Everton,79,CDM,10000000.0,92000.0,34644.86923626099,165.55158679516205,Avoid (Overpaid)
M. Fellaini,Manchester United,79,CM,11500000.0,120000.0,38413.413338757826,212.3908800859519,Avoid (Overpaid)
D. Ospina,Napoli,79,GK,8500000.0,80000.0,30725.089298527844,160.37353129461238,Avoid (Overpaid)
S. Mignolet,Liverpool,79,GK,8000000.0,76000.0,29379.28056560728,158.68570821631707,Avoid (Overpaid)
A. Begović,Bournemouth,79,GK,7500000.0,52000.0,28011.30530207255,85.63933183132502,Avoid (Overpaid)
N. Şahin,SV Werder Bremen,79,CDM,10000000.0,32000.0,34644.86923626099,-7.6342306799436255,Normal Market
R. Bertrand,Southampton,79,LB,10000000.0,53000.0,34644.86923626099,52.98080543634337,Avoid (Overpaid)
A. Masiello,Atalanta,79,CB,7000000.0,30000.0,26619.28070364867,12.700265397809712,Normal Market
T. Walcott,Everton,79,RM,12500000.0,105000.0,40854.1986491904,157.01152750937817,Avoid (Overpaid)
Charles,SD Eibar,79,LS,6500000.0,31000.0,25201.016301615186,23.01091205600762,Normal Market
T. Heaton,Burnley,79,GK,7000000.0,45000.0,26619.28070364867,69.05039809671457,Avoid (Overpaid)
H. Ben Arfa,Stade Rennais FC,79,CAM,11000000.0,38000.0,37172.35883262683,2.2264962282854532,Normal Market
D. Abraham,Eintracht Frankfurt,79,CB,8500000.0,37000.0,30725.089298527844,20.422758223758233,Normal Market
E. Lavezzi,Hebei China Fortune FC,79,CAM,8000000.0,22000.0,29379.28056560728,-25.117294990013477,Normal Market
S. Kalou,Hertha BSC,79,LM,10000000.0,34000.0,34644.86923626099,-1.8613700974401026,Normal Market
R. Babel,Beşiktaş JK,79,LM,11000000.0,55000.0,37172.35883262683,47.95940243567631,Avoid (Overpaid)
A. Young,Manchester United,79,LB,7000000.0,110000.0,26619.28070364867,313.2343064586356,Avoid (Overpaid)
J. Hart,Burnley,79,GK,7500000.0,45000.0,28011.30530207255,60.649421777108195,Avoid (Overpaid)
L. López,Racing Club,79,LS,6000000.0,22000.0,23753.935737680138,-7.383768976430814,Normal Market
D. Baier,FC Augsburg,79,CDM,3800000.0,28000.0,16950.410474284574,65.18774009914823,Avoid (Overpaid)
B. Yılmaz,Trabzonspor,79,ST,10000000.0,41000.0,34644.86923626099,18.343641941322232,Normal Market
R. Adler,1. FSV Mainz 05,79,GK,6500000.0,25000.0,25201.016301615186,-0.7976515677357899,Normal Market
S. Lichtsteiner,Arsenal,79,RB,3600000.0,94000.0,16286.667419118616,477.1592037893225,Avoid (Overpaid)
E. Adebayor,Medipol Başakşehir FK,79,ST,6500000.0,34000.0,25201.016301615186,34.915193867879324,Avoid (Overpaid)
E. Belözoğlu,Medipol Başakşehir FK,79,CM,4000000.0,23000.0,17605.086771598606,30.644059290322467,Avoid (Overpaid)
Loren,Real Betis,78,RS,14000000.0,25000.0,44422.12221917591,-43.72173423716318,Target (Underpaid)
Éder Militão,FC Porto,78,LCB,14000000.0,10000.0,44422.12221917591,-77.48869369486528,Target (Underpaid)
F. Chiesa,Fiorentina,78,RW,16000000.0,46000.0,49027.996155357476,-6.176055300654165,Normal Market
M. Lazzari,SPAL,78,RM,13000000.0,15000.0,42055.32969357614,-64.33270144523152,Target (Underpaid)
A. Hakimi,Borussia Dortmund,78,LB,12500000.0,49000.0,40854.1986491904,19.938712837709815,Normal Market
S. Nakajima,Portimonense SC,78,LW,14000000.0,12000.0,44422.12221917591,-72.98643243383833,Target (Underpaid)
L. Jović,Eintracht Frankfurt,78,LS,15500000.0,12000.0,47891.370570386345,-74.94329383962085,Target (Underpaid)
S. Ascacíbar,VfB Stuttgart,78,CDM,12000000.0,24000.0,39640.448901425145,-39.45578149308708,Target (Underpaid)
A. Lafont,Fiorentina,78,GK,14000000.0,12000.0,44422.12221917591,-72.98643243383833,Target (Underpaid)
T. Alexander-Arnold,Liverpool,78,RB,14000000.0,36000.0,44422.12221917591,-18.959297301514987,Normal Market
F. Krovinović,SL Benfica,78,CAM,14000000.0,12000.0,44422.12221917591,-72.98643243383833,Target (Underpaid)
Sidney Pessinho,Internacional,78,CDM,9000000.0,27000.0,32050.365348957537,-15.757590573368626,Normal Market
Everticinho,Grêmio,78,RB,7500000.0,29000.0,28011.30530207255,3.5296273674697245,Normal Market
Claudio Coíntra,Internacional,78,CAM,5000000.0,30000.0,20760.410648348814,44.50581208703625,Avoid (Overpaid)
Ronaldo Esler,Atlético Mineiro,78,LB,7500000.0,34000.0,28011.30530207255,21.379563120481745,Normal Market
P. Lees-Melou,OGC Nice,78,RCM,12500000.0,33000.0,40854.1986491904,-19.224948497052573,Normal Market
B. Chilwell,Leicester City,78,LB,12500000.0,43000.0,40854.1986491904,5.2523398371739205,Normal Market
João Novais,SC Braga,78,CAM,13000000.0,15000.0,42055.32969357614,-64.33270144523152,Target (Underpaid)
D. Calabria,Milan,78,RB,14500000.0,52000.0,45588.85582146803,14.062963553283407,Normal Market
F. Mendy,Olympique Lyonnais,78,LB,13000000.0,47000.0,42055.32969357614,11.757535471607891,Normal Market
L. Pellegrini,Roma,78,CM,14000000.0,51000.0,44422.12221917591,14.8076621561871,Normal Market
Soares,FC Porto,78,LS,12000000.0,17000.0,39640.448901425145,-57.11451189093668,Target (Underpaid)
M. Díaz,Club Atlético Huracán,78,GK,6000000.0,15000.0,23753.935737680138,-36.852569756657374,Target (Underpaid)
G. Martínez,River Plate,78,CAM,13500000.0,25000.0,43244.45137620746,-42.18911512482575,Target (Underpaid)
M. Eggestein,SV Werder Bremen,78,RCM,14000000.0,22000.0,44422.12221917591,-50.47512612870361,Target (Underpaid)
Trezeguet,Kasimpaşa SK,78,LM,13000000.0,15000.0,42055.32969357614,-64.33270144523152,Target (Underpaid)
N. Amiri,TSG 1899 Hoffenheim,78,CAM,14500000.0,27000.0,45588.85582146803,-40.774999693487466,Target (Underpaid)
Vallejo,Real Madrid,78,CB,13500000.0,81000.0,43244.45137620746,87.30726699556458,Avoid (Overpaid)
J. Gomez,Liverpool,78,CB,14500000.0,61000.0,45588.85582146803,33.80463032212092,Avoid (Overpaid)
Diogo Jota,Wolverhampton Wanderers,78,LW,15500000.0,56000.0,47891.370570386345,16.931295415102674,Normal Market
